x	y
800.715	-0.43857
800.716	-0.44551
800.717	-0.45246
800.718	-0.4594
800.719	-0.46634
800.72	-0.47328
800.721	-0.48023
800.722	-0.48717
800.723	-0.49411
800.724	-0.50104
800.725	-0.50798
800.726	-0.51492
800.727	-0.52186
800.728	-0.5288
800.729	-0.53573
800.73	-0.54267
800.731	-0.54961
800.732	-0.55655
800.733	-0.56348
800.734	-0.57042
800.735	-0.57735
800.736	-0.58429
800.737	-0.59123
800.738	-0.59816
800.739	-0.60509
800.74	-0.61203
800.741	-0.61896
800.742	-0.62589
800.743	-0.63282
800.744	-0.63975
800.745	-0.64667
800.746	-0.6536
800.747	-0.66053
800.748	-0.66745
800.749	-0.67437
800.75	-0.6813
800.751	-0.68822
800.752	-0.69515
800.753	-0.70207
800.754	-0.70899
800.755	-0.71592
800.756	-0.72284
800.757	-0.72976
800.758	-0.73668
800.759	-0.7436
800.76	-0.75052
800.761	-0.75744
800.762	-0.76436
800.763	-0.77128
800.764	-0.7782
800.765	-0.78511
800.766	-0.79203
800.767	-0.79894
800.768	-0.80586
800.769	-0.81277
800.77	-0.81969
800.771	-0.8266
800.772	-0.83351
800.773	-0.84042
800.774	-0.84733
800.775	-0.85424
800.776	-0.86114
800.777	-0.86805
800.778	-0.87495
800.779	-0.88186
800.78	-0.88876
800.781	-0.89566
800.782	-0.90256
800.783	-0.90946
800.784	-0.91635
800.785	-0.92325
800.786	-0.93015
800.787	-0.93704
800.788	-0.94393
800.789	-0.95083
800.79	-0.95772
800.791	-0.96461
800.792	-0.97151
800.793	-0.9784
800.794	-0.98529
800.795	-0.99218
800.796	-0.99907
800.797	-1.00595
800.798	-1.01284
800.799	-1.01973
800.8	-1.02661
800.801	-1.03349
800.802	-1.04038
800.803	-1.04726
800.804	-1.05414
800.805	-1.06101
800.806	-1.06789
800.807	-1.07477
800.808	-1.08164
800.809	-1.08852
800.81	-1.09539
800.811	-1.10226
800.812	-1.10913
800.813	-1.116
800.814	-1.12286
800.815	-1.12973
800.816	-1.13659
800.817	-1.14346
800.818	-1.15032
800.819	-1.15718
800.82	-1.16404
800.821	-1.1709
800.822	-1.17775
800.823	-1.18461
800.824	-1.19146
800.825	-1.19831
800.826	-1.20517
800.827	-1.21202
800.828	-1.21886
800.829	-1.22571
800.83	-1.23256
800.831	-1.23941
800.832	-1.24625
800.833	-1.25309
800.834	-1.25993
800.835	-1.26677
800.836	-1.27361
800.837	-1.28044
800.838	-1.28727
800.839	-1.2941
800.84	-1.30093
800.841	-1.30776
800.842	-1.31458
800.843	-1.3214
800.844	-1.32822
800.845	-1.33504
800.846	-1.34186
800.847	-1.34868
800.848	-1.3555
800.849	-1.36231
800.85	-1.36913
800.851	-1.37594
800.852	-1.38275
800.853	-1.38955
800.854	-1.39636
800.855	-1.40316
800.856	-1.40996
800.857	-1.41676
800.858	-1.42356
800.859	-1.43036
800.86	-1.43715
800.861	-1.44395
800.862	-1.45074
800.863	-1.45753
800.864	-1.46432
800.865	-1.4711
800.866	-1.47789
800.867	-1.48467
800.868	-1.49146
800.869	-1.49824
800.87	-1.50501
800.871	-1.51179
800.872	-1.51856
800.873	-1.52534
800.874	-1.53211
800.875	-1.53888
800.876	-1.54565
800.877	-1.55242
800.878	-1.55918
800.879	-1.56594
800.88	-1.5727
800.881	-1.57946
800.882	-1.58621
800.883	-1.59297
800.884	-1.59972
800.885	-1.60647
800.886	-1.61322
800.887	-1.61997
800.888	-1.62671
800.889	-1.63345
800.89	-1.64019
800.891	-1.64693
800.892	-1.65367
800.893	-1.6604
800.894	-1.66714
800.895	-1.67387
800.896	-1.6806
800.897	-1.68732
800.898	-1.69405
800.899	-1.70077
800.9	-1.70749
800.901	-1.71421
800.902	-1.72093
800.903	-1.72764
800.904	-1.73436
800.905	-1.74107
800.906	-1.74778
800.907	-1.75449
800.908	-1.76119
800.909	-1.7679
800.91	-1.7746
800.911	-1.7813
800.912	-1.788
800.913	-1.79469
800.914	-1.80139
800.915	-1.80808
800.916	-1.81477
800.917	-1.82145
800.918	-1.82814
800.919	-1.83482
800.92	-1.8415
800.921	-1.84818
800.922	-1.85485
800.923	-1.86153
800.924	-1.8682
800.925	-1.87487
800.926	-1.88153
800.927	-1.8882
800.928	-1.89486
800.929	-1.90152
800.93	-1.90817
800.931	-1.91483
800.932	-1.92148
800.933	-1.92813
800.934	-1.93477
800.935	-1.94142
800.936	-1.94806
800.937	-1.9547
800.938	-1.96134
800.939	-1.96797
800.94	-1.9746
800.941	-1.98123
800.942	-1.98786
800.943	-1.99449
800.944	-2.00111
800.945	-2.00773
800.946	-2.01435
800.947	-2.02097
800.948	-2.02758
800.949	-2.03419
800.95	-2.0408
800.951	-2.04741
800.952	-2.05401
800.953	-2.06061
800.954	-2.06721
800.955	-2.07381
800.956	-2.0804
800.957	-2.08699
800.958	-2.09358
800.959	-2.10017
800.96	-2.10676
800.961	-2.11334
800.962	-2.11992
800.963	-2.1265
800.964	-2.13308
800.965	-2.13965
800.966	-2.14622
800.967	-2.15279
800.968	-2.15936
800.969	-2.16592
800.97	-2.17248
800.971	-2.17905
800.972	-2.1856
800.973	-2.19216
800.974	-2.19871
800.975	-2.20526
800.976	-2.21181
800.977	-2.21836
800.978	-2.2249
800.979	-2.23144
800.98	-2.23798
800.981	-2.24452
800.982	-2.25105
800.983	-2.25758
800.984	-2.26411
800.985	-2.27064
800.986	-2.27716
800.987	-2.28368
800.988	-2.29019
800.989	-2.29671
800.99	-2.30322
800.991	-2.30973
800.992	-2.31623
800.993	-2.32273
800.994	-2.32924
800.995	-2.33573
800.996	-2.34223
800.997	-2.34872
800.998	-2.35521
800.999	-2.36169
801	-2.36817
801.001	-2.37466
801.002	-2.38113
801.003	-2.38761
801.004	-2.39408
801.005	-2.40055
801.006	-2.40702
801.007	-2.41349
801.008	-2.41995
801.009	-2.42642
801.01	-2.43288
801.011	-2.43933
801.012	-2.44579
801.013	-2.45224
801.014	-2.45869
801.015	-2.46513
801.016	-2.47157
801.017	-2.47801
801.018	-2.48445
801.019	-2.49088
801.02	-2.49732
801.021	-2.50374
801.022	-2.51017
801.023	-2.5166
801.024	-2.52302
801.025	-2.52943
801.026	-2.53585
801.027	-2.54226
801.028	-2.54867
801.029	-2.55508
801.03	-2.56148
801.031	-2.56788
801.032	-2.57428
801.033	-2.58067
801.034	-2.58706
801.035	-2.59345
801.036	-2.59983
801.037	-2.60621
801.038	-2.61259
801.039	-2.61896
801.04	-2.62533
801.041	-2.6317
801.042	-2.63806
801.043	-2.64442
801.044	-2.65078
801.045	-2.65714
801.046	-2.66349
801.047	-2.66984
801.048	-2.67618
801.049	-2.68252
801.05	-2.68886
801.051	-2.6952
801.052	-2.70153
801.053	-2.70786
801.054	-2.71419
801.055	-2.72051
801.056	-2.72683
801.057	-2.73315
801.058	-2.73947
801.059	-2.74578
801.06	-2.75208
801.061	-2.75839
801.062	-2.76469
801.063	-2.77099
801.064	-2.77728
801.065	-2.78358
801.066	-2.78987
801.067	-2.79615
801.068	-2.80243
801.069	-2.80871
801.07	-2.81499
801.071	-2.82127
801.072	-2.82754
801.073	-2.8338
801.074	-2.84007
801.075	-2.84632
801.076	-2.85258
801.077	-2.85883
801.078	-2.86508
801.079	-2.87133
801.08	-2.87757
801.081	-2.88381
801.082	-2.89004
801.083	-2.89628
801.084	-2.90251
801.085	-2.90873
801.086	-2.91495
801.087	-2.92117
801.088	-2.92739
801.089	-2.9336
801.09	-2.93981
801.091	-2.94601
801.092	-2.95221
801.093	-2.95841
801.094	-2.9646
801.095	-2.97079
801.096	-2.97698
801.097	-2.98317
801.098	-2.98935
801.099	-2.99552
801.1	-3.0017
801.101	-3.00787
801.102	-3.01403
801.103	-3.02019
801.104	-3.02635
801.105	-3.03251
801.106	-3.03866
801.107	-3.0448
801.108	-3.05094
801.109	-3.05708
801.11	-3.06322
801.111	-3.06935
801.112	-3.07548
801.113	-3.0816
801.114	-3.08772
801.115	-3.09384
801.116	-3.09995
801.117	-3.10606
801.118	-3.11217
801.119	-3.11828
801.12	-3.12438
801.121	-3.13047
801.122	-3.13657
801.123	-3.14266
801.124	-3.14874
801.125	-3.15483
801.126	-3.16091
801.127	-3.16698
801.128	-3.17306
801.129	-3.17913
801.13	-3.18519
801.131	-3.19125
801.132	-3.19731
801.133	-3.20336
801.134	-3.20941
801.135	-3.21545
801.136	-3.2215
801.137	-3.22753
801.138	-3.23357
801.139	-3.2396
801.14	-3.24563
801.141	-3.25165
801.142	-3.25767
801.143	-3.26368
801.144	-3.26969
801.145	-3.2757
801.146	-3.2817
801.147	-3.2877
801.148	-3.2937
801.149	-3.29969
801.15	-3.30568
801.151	-3.31166
801.152	-3.31764
801.153	-3.32362
801.154	-3.32959
801.155	-3.33556
801.156	-3.34152
801.157	-3.34748
801.158	-3.35344
801.159	-3.3594
801.16	-3.36535
801.161	-3.37129
801.162	-3.37723
801.163	-3.38317
801.164	-3.38911
801.165	-3.39504
801.166	-3.40096
801.167	-3.40688
801.168	-3.4128
801.169	-3.41871
801.17	-3.42462
801.171	-3.43053
801.172	-3.43644
801.173	-3.44233
801.174	-3.44823
801.175	-3.45412
801.176	-3.46001
801.177	-3.46589
801.178	-3.47177
801.179	-3.47764
801.18	-3.48352
801.181	-3.48938
801.182	-3.49525
801.183	-3.50111
801.184	-3.50696
801.185	-3.51281
801.186	-3.51866
801.187	-3.5245
801.188	-3.53034
801.189	-3.53618
801.19	-3.54201
801.191	-3.54784
801.192	-3.55366
801.193	-3.55948
801.194	-3.5653
801.195	-3.57111
801.196	-3.57692
801.197	-3.58272
801.198	-3.58852
801.199	-3.59432
801.2	-3.60011
801.201	-3.6059
801.202	-3.61168
801.203	-3.61746
801.204	-3.62323
801.205	-3.629
801.206	-3.63477
801.207	-3.64053
801.208	-3.64629
801.209	-3.65204
801.21	-3.65779
801.211	-3.66353
801.212	-3.66927
801.213	-3.67501
801.214	-3.68074
801.215	-3.68646
801.216	-3.69219
801.217	-3.6979
801.218	-3.70362
801.219	-3.70933
801.22	-3.71504
801.221	-3.72074
801.222	-3.72644
801.223	-3.73213
801.224	-3.73782
801.225	-3.74351
801.226	-3.74919
801.227	-3.75486
801.228	-3.76054
801.229	-3.7662
801.23	-3.77187
801.231	-3.77753
801.232	-3.78318
801.233	-3.78883
801.234	-3.79447
801.235	-3.80011
801.236	-3.80574
801.237	-3.81137
801.238	-3.817
801.239	-3.82262
801.24	-3.82823
801.241	-3.83384
801.242	-3.83945
801.243	-3.84505
801.244	-3.85065
801.245	-3.85624
801.246	-3.86183
801.247	-3.86741
801.248	-3.87299
801.249	-3.87856
801.25	-3.88413
801.251	-3.8897
801.252	-3.89526
801.253	-3.90082
801.254	-3.90637
801.255	-3.91192
801.256	-3.91746
801.257	-3.923
801.258	-3.92853
801.259	-3.93406
801.26	-3.93959
801.261	-3.94511
801.262	-3.95062
801.263	-3.95613
801.264	-3.96164
801.265	-3.96714
801.266	-3.97264
801.267	-3.97813
801.268	-3.98362
801.269	-3.98911
801.27	-3.99459
801.271	-4.00006
801.272	-4.00553
801.273	-4.011
801.274	-4.01646
801.275	-4.02192
801.276	-4.02738
801.277	-4.03282
801.278	-4.03827
801.279	-4.04371
801.28	-4.04914
801.281	-4.05457
801.282	-4.06
801.283	-4.06541
801.284	-4.07083
801.285	-4.07624
801.286	-4.08164
801.287	-4.08704
801.288	-4.09244
801.289	-4.09783
801.29	-4.10321
801.291	-4.10859
801.292	-4.11397
801.293	-4.11934
801.294	-4.1247
801.295	-4.13006
801.296	-4.13542
801.297	-4.14077
801.298	-4.14611
801.299	-4.15145
801.3	-4.15679
801.301	-4.16212
801.302	-4.16745
801.303	-4.17277
801.304	-4.17808
801.305	-4.18339
801.306	-4.18869
801.307	-4.19399
801.308	-4.19929
801.309	-4.20458
801.31	-4.20987
801.311	-4.21515
801.312	-4.22043
801.313	-4.2257
801.314	-4.23097
801.315	-4.23623
801.316	-4.24149
801.317	-4.24674
801.318	-4.25198
801.319	-4.25723
801.32	-4.26247
801.321	-4.2677
801.322	-4.27293
801.323	-4.27816
801.324	-4.28338
801.325	-4.28859
801.326	-4.2938
801.327	-4.299
801.328	-4.3042
801.329	-4.30939
801.33	-4.31458
801.331	-4.31977
801.332	-4.32494
801.333	-4.33012
801.334	-4.33528
801.335	-4.34045
801.336	-4.3456
801.337	-4.35076
801.338	-4.3559
801.339	-4.36105
801.34	-4.36618
801.341	-4.37131
801.342	-4.37644
801.343	-4.38156
801.344	-4.38667
801.345	-4.39178
801.346	-4.39688
801.347	-4.40198
801.348	-4.40708
801.349	-4.41217
801.35	-4.41725
801.351	-4.42233
801.352	-4.4274
801.353	-4.43247
801.354	-4.43754
801.355	-4.4426
801.356	-4.44765
801.357	-4.4527
801.358	-4.45774
801.359	-4.46277
801.36	-4.4678
801.361	-4.47283
801.362	-4.47785
801.363	-4.48287
801.364	-4.48788
801.365	-4.49288
801.366	-4.49788
801.367	-4.50287
801.368	-4.50786
801.369	-4.51285
801.37	-4.51783
801.371	-4.5228
801.372	-4.52777
801.373	-4.53274
801.374	-4.5377
801.375	-4.54265
801.376	-4.54761
801.377	-4.55255
801.378	-4.55749
801.379	-4.56243
801.38	-4.56736
801.381	-4.57228
801.382	-4.5772
801.383	-4.58211
801.384	-4.58702
801.385	-4.59192
801.386	-4.59682
801.387	-4.60171
801.388	-4.60659
801.389	-4.61147
801.39	-4.61635
801.391	-4.62122
801.392	-4.62608
801.393	-4.63094
801.394	-4.63579
801.395	-4.64064
801.396	-4.64549
801.397	-4.65033
801.398	-4.65516
801.399	-4.65998
801.4	-4.66481
801.401	-4.66962
801.402	-4.67444
801.403	-4.67924
801.404	-4.68404
801.405	-4.68884
801.406	-4.69363
801.407	-4.69841
801.408	-4.70319
801.409	-4.70796
801.41	-4.71273
801.411	-4.71749
801.412	-4.72225
801.413	-4.727
801.414	-4.73174
801.415	-4.73648
801.416	-4.74122
801.417	-4.74594
801.418	-4.75067
801.419	-4.75538
801.42	-4.7601
801.421	-4.7648
801.422	-4.7695
801.423	-4.7742
801.424	-4.77889
801.425	-4.78357
801.426	-4.78824
801.427	-4.79291
801.428	-4.79758
801.429	-4.80224
801.43	-4.80689
801.431	-4.81154
801.432	-4.81618
801.433	-4.82082
801.434	-4.82545
801.435	-4.83007
801.436	-4.83469
801.437	-4.83931
801.438	-4.84391
801.439	-4.84852
801.44	-4.85311
801.441	-4.8577
801.442	-4.86228
801.443	-4.86686
801.444	-4.87144
801.445	-4.87601
801.446	-4.88057
801.447	-4.88513
801.448	-4.88968
801.449	-4.89423
801.45	-4.89878
801.451	-4.90331
801.452	-4.90784
801.453	-4.91237
801.454	-4.91689
801.455	-4.92141
801.456	-4.92592
801.457	-4.93042
801.458	-4.93492
801.459	-4.93941
801.46	-4.9439
801.461	-4.94838
801.462	-4.95285
801.463	-4.95732
801.464	-4.96179
