x	y
0	1.9948
0	1.98822
0	1.98164
0	1.97505
0	1.96846
0	1.96187
0	1.95528
0	1.94868
0	1.94208
0	1.93548
0	1.92888
0	1.92227
0	1.91566
0	1.90905
0	1.90243
0	1.89582
0	1.8892
0	1.88258
0	1.87595
0	1.86933
0	1.8627
0	1.85606
0	1.84943
0	1.84279
0	1.83615
0	1.82951
0	1.82286
0	1.81622
0	1.80957
0	1.80292
0	1.79626
0	1.78961
0	1.78295
0	1.77629
0	1.76962
0	1.76296
0	1.75629
0	1.74962
0	1.74294
0	1.73627
0	1.72959
0	1.72291
0	1.71622
0	1.70954
0	1.70285
0	1.69617
0	1.68948
0	1.68278
0	1.67609
0	1.66939
0	1.66269
0	1.65598
0	1.64928
0	1.64257
0	1.63586
0	1.62915
0	1.62243
0	1.61572
0	1.609
0	1.60228
0	1.59556
0	1.58883
0	1.58211
0	1.57538
0	1.56865
0	1.56192
0	1.55519
0	1.54845
0	1.54172
0	1.53498
0	1.52824
0	1.52149
0	1.51475
0	1.508
0	1.50126
0	1.49451
0	1.48775
0	1.481
0	1.47425
0	1.46749
0	1.46073
0	1.45397
0	1.4472
0	1.44044
0	1.43367
0	1.4269
0	1.42013
0	1.41335
0	1.40658
0	1.3998
0	1.39302
0	1.38624
0	1.37946
0	1.37267
0	1.36589
0	1.3591
0	1.35231
0	1.34552
0	1.33873
0	1.33193
0	1.32514
0	1.31834
0	1.31154
0	1.30474
0	1.29794
0	1.29113
0	1.28433
0	1.27752
0	1.27071
0	1.2639
0	1.25709
0	1.25028
0	1.24346
0	1.23664
0	1.22982
0	1.223
0	1.21618
0	1.20935
0	1.20253
0	1.1957
0	1.18887
0	1.18204
0	1.17521
0	1.16837
0	1.16153
0	1.1547
0	1.14786
0	1.14101
0	1.13417
0	1.12733
0	1.12048
0	1.11364
0	1.10679
0	1.09994
0	1.09309
0	1.08624
0	1.07939
0	1.07254
0	1.06568
0	1.05882
0	1.05197
0	1.04511
0	1.03824
0	1.03138
0	1.02452
0	1.01765
0	1.01079
0	1.00392
0	0.99705
0	0.99018
0	0.98331
0	0.97644
0	0.96957
0	0.96269
0	0.95582
0	0.94894
0	0.94207
0	0.93519
0	0.92831
0	0.92143
0	0.91454
0	0.90766
0	0.90078
0	0.89389
0	0.887
0	0.88012
0	0.87323
0	0.86634
0	0.85945
0	0.85256
0	0.84567
0	0.83877
0	0.83188
0	0.82499
0	0.81809
0	0.81119
0	0.8043
0	0.7974
0	0.79049
0	0.78359
0	0.77669
0	0.76979
0	0.76288
0	0.75598
0	0.74907
0	0.74216
0	0.73525
0	0.72834
0	0.72143
0	0.71452
0	0.7076
0	0.70069
0	0.69377
0	0.68685
0	0.67994
0	0.67302
0	0.6661
0	0.65918
0	0.65226
0	0.64534
0	0.63842
0	0.63149
0	0.62457
0	0.61765
0	0.61072
0	0.60379
0	0.59687
0	0.58994
0	0.58301
0	0.57609
0	0.56916
0	0.56223
0	0.5553
0	0.54837
0	0.54144
0	0.5345
0	0.52757
0	0.52064
0	0.51371
0	0.50677
0	0.49984
0	0.4929
0	0.48596
0	0.47903
0	0.47209
0	0.46515
0	0.45821
0	0.45127
0	0.44433
0	0.43739
0	0.43045
0	0.4235
0	0.41656
0	0.40961
0	0.40267
0	0.39572
0	0.38878
0	0.38183
0	0.37489
0	0.36794
0	0.361
0	0.35405
0	0.34711
0	0.34016
0	0.33321
0	0.32626
0	0.31932
0	0.31237
0	0.30542
0	0.29847
0	0.29152
0	0.28457
0	0.27762
0	0.27067
0	0.26372
0	0.25677
0	0.24982
0	0.24287
0	0.23592
0	0.22897
0	0.22202
0	0.21507
0	0.20811
0	0.20116
0	0.19421
0	0.18726
0	0.18031
0	0.17336
0	0.1664
0	0.15945
0	0.1525
0	0.14554
0	0.13859
0	0.13163
0	0.12468
0	0.11772
0	0.11077
0	0.10381
0	0.09686
0	0.0899
0	0.08294
0	0.07599
0	0.06903
0	0.06207
0	0.05512
0	0.04816
0	0.04121
0	0.03425
0	0.02729
0	0.02033
0	0.01338
0	0.00642
0	-5.37561E-4
0	-0.0075
0	-0.01445
0	-0.02141
0	-0.02837
0	-0.03533
0	-0.04229
0	-0.04924
0	-0.0562
0	-0.06316
0	-0.07012
0	-0.07708
0	-0.08404
0	-0.09099
0	-0.09795
0	-0.10491
0	-0.11186
0	-0.11882
0	-0.12578
0	-0.13274
0	-0.13969
0	-0.14665
0	-0.1536
0	-0.16056
0	-0.16752
0	-0.17447
0	-0.18142
0	-0.18838
0	-0.19533
0	-0.20228
0	-0.20924
0	-0.21619
0	-0.22314
0	-0.23009
0	-0.23704
0	-0.244
0	-0.25095
0	-0.2579
0	-0.26485
0	-0.2718
0	-0.27875
0	-0.2857
0	-0.29265
0	-0.2996
0	-0.30655
0	-0.3135
0	-0.32045
0	-0.3274
0	-0.33435
0	-0.3413
0	-0.34825
0	-0.35519
0	-0.36214
0	-0.36909
0	-0.37604
0	-0.38299
0	-0.38994
0	-0.39688
0	-0.40383
0	-0.41078
0	-0.41773
0	-0.42467
0	-0.43162
0	-0.43857
0	-0.44551
0	-0.45246
0	-0.4594
0	-0.46634
0	-0.47328
0	-0.48023
0	-0.48717
0	-0.49411
0	-0.50104
0	-0.50798
0	-0.51492
0	-0.52186
0	-0.5288
0	-0.53573
0	-0.54267
0	-0.54961
0	-0.55655
0	-0.56348
0	-0.57042
0	-0.57735
0	-0.58429
0	-0.59123
0	-0.59816
0	-0.60509
0	-0.61203
0	-0.61896
0	-0.62589
0	-0.63282
0	-0.63975
0	-0.64667
0	-0.6536
0	-0.66053
0	-0.66745
0	-0.67437
0	-0.6813
0	-0.68822
0	-0.69515
0	-0.70207
0	-0.70899
0	-0.71592
0	-0.72284
0	-0.72976
0	-0.73668
0	-0.7436
0	-0.75052
0	-0.75744
0	-0.76436
0	-0.77128
0	-0.7782
0	-0.78511
0	-0.79203
0	-0.79894
0	-0.80586
0	-0.81277
0	-0.81969
0	-0.8266
0	-0.83351
0	-0.84042
0	-0.84733
0	-0.85424
0	-0.86114
0	-0.86805
0	-0.87495
0	-0.88186
0	-0.88876
0	-0.89566
0	-0.90256
0	-0.90946
0	-0.91635
0	-0.92325
0	-0.93015
0	-0.93704
0	-0.94393
0	-0.95083
0	-0.95772
0	-0.96461
0	-0.97151
0	-0.9784
0	-0.98529
0	-0.99218
0	-0.99907
0	-1.00595
0	-1.01284
0	-1.01973
0	-1.02661
0	-1.03349
0	-1.04038
0	-1.04726
0	-1.05414
0	-1.06101
0	-1.06789
0	-1.07477
0	-1.08164
0	-1.08852
0	-1.09539
0	-1.10226
0	-1.10913
0	-1.116
0	-1.12286
0	-1.12973
0	-1.13659
0	-1.14346
0	-1.15032
0	-1.15718
0	-1.16404
0	-1.1709
0	-1.17775
0	-1.18461
0	-1.19146
0	-1.19831
0	-1.20517
0	-1.21202
0	-1.21886
0	-1.22571
0	-1.23256
0	-1.23941
0	-1.24625
0	-1.25309
0	-1.25993
0	-1.26677
0	-1.27361
0	-1.28044
0	-1.28727
0	-1.2941
0	-1.30093
0	-1.30776
0	-1.31458
0	-1.3214
0	-1.32822
0	-1.33504
0	-1.34186
0	-1.34868
0	-1.3555
0	-1.36231
0	-1.36913
0	-1.37594
0	-1.38275
0	-1.38955
0	-1.39636
0	-1.40316
0	-1.40996
0	-1.41676
0	-1.42356
0	-1.43036
0	-1.43715
0	-1.44395
0	-1.45074
0	-1.45753
0	-1.46432
0	-1.4711
0	-1.47789
0	-1.48467
0	-1.49146
0	-1.49824
0	-1.50501
0	-1.51179
0	-1.51856
0	-1.52534
0	-1.53211
0	-1.53888
0	-1.54565
0	-1.55242
0	-1.55918
0	-1.56594
0	-1.5727
0	-1.57946
0	-1.58621
0	-1.59297
0	-1.59972
0	-1.60647
0	-1.61322
0	-1.61997
0	-1.62671
0	-1.63345
0	-1.64019
0	-1.64693
0	-1.65367
0	-1.6604
0	-1.66714
0	-1.67387
0	-1.6806
0	-1.68732
0	-1.69405
0	-1.70077
0	-1.70749
0	-1.71421
0	-1.72093
0	-1.72764
0	-1.73436
0	-1.74107
0	-1.74778
0	-1.75449
0	-1.76119
0	-1.7679
0	-1.7746
0	-1.7813
0	-1.788
0	-1.79469
0	-1.80139
0	-1.80808
0	-1.81477
0	-1.82145
0	-1.82814
0	-1.83482
0	-1.8415
0	-1.84818
0	-1.85485
0	-1.86153
0	-1.8682
0	-1.87487
0	-1.88153
0	-1.8882
0	-1.89486
0	-1.90152
0	-1.90817
0	-1.91483
0	-1.92148
0	-1.92813
0	-1.93477
0	-1.94142
0	-1.94806
0	-1.9547
0	-1.96134
0	-1.96797
0	-1.9746
0	-1.98123
0	-1.98786
0	-1.99449
0	-2.00111
0	-2.00773
0	-2.01435
0	-2.02097
0	-2.02758
0	-2.03419
0	-2.0408
0	-2.04741
0	-2.05401
0	-2.06061
0	-2.06721
0	-2.07381
0	-2.0804
0	-2.08699
0	-2.09358
0	-2.10017
0	-2.10676
0	-2.11334
0	-2.11992
0	-2.1265
0	-2.13308
0	-2.13965
0	-2.14622
0	-2.15279
0	-2.15936
0	-2.16592
0	-2.17248
0	-2.17905
0	-2.1856
0	-2.19216
0	-2.19871
0	-2.20526
0	-2.21181
0	-2.21836
0	-2.2249
0	-2.23144
0	-2.23798
0	-2.24452
0	-2.25105
0	-2.25758
0	-2.26411
0	-2.27064
0	-2.27716
0	-2.28368
0	-2.29019
0	-2.29671
0	-2.30322
0	-2.30973
0	-2.31623
0	-2.32273
0	-2.32924
0	-2.33573
0	-2.34223
0	-2.34872
0	-2.35521
0	-2.36169
0	-2.36817
0	-2.37466
0	-2.38113
0	-2.38761
0	-2.39408
0	-2.40055
0	-2.40702
0	-2.41349
0	-2.41995
0	-2.42642
0	-2.43288
0	-2.43933
0	-2.44579
0	-2.45224
0	-2.45869
0	-2.46513
0	-2.47157
0	-2.47801
0	-2.48445
0	-2.49088
0	-2.49732
0	-2.50374
0	-2.51017
0	-2.5166
0	-2.52302
0	-2.52943
0	-2.53585
0	-2.54226
0	-2.54867
0	-2.55508
0	-2.56148
0	-2.56788
0	-2.57428
0	-2.58067
0	-2.58706
0	-2.59345
0	-2.59983
0	-2.60621
0	-2.61259
0	-2.61896
0	-2.62533
0	-2.6317
0	-2.63806
0	-2.64442
0	-2.65078
0	-2.65714
0	-2.66349
0	-2.66984
0	-2.67618
0	-2.68252
0	-2.68886
0	-2.6952
0	-2.70153
0	-2.70786
0	-2.71419
0	-2.72051
0	-2.72683
0	-2.73315
0	-2.73947
0	-2.74578
0	-2.75208
0	-2.75839
0	-2.76469
0	-2.77099
0	-2.77728
0	-2.78358
0	-2.78987
0	-2.79615
0	-2.80243
0	-2.80871
0	-2.81499
0	-2.82127
0	-2.82754
0	-2.8338
0	-2.84007
0	-2.84632
0	-2.85258
0	-2.85883
0	-2.86508
0	-2.87133
0	-2.87757
0	-2.88381
0	-2.89004
0	-2.89628
0	-2.90251
0	-2.90873
0	-2.91495
0	-2.92117
0	-2.92739
0	-2.9336
0	-2.93981
0	-2.94601
0	-2.95221
0	-2.95841
0	-2.9646
0	-2.97079
0	-2.97698
0	-2.98317
0	-2.98935
0	-2.99552
0	-3.0017
0	-3.00787
0	-3.01403
0	-3.02019
0	-3.02635
0	-3.03251
0	-3.03866
0	-3.0448
0	-3.05094
0	-3.05708
0	-3.06322
0	-3.06935
0	-3.07548
0	-3.0816
0	-3.08772
0	-3.09384
0	-3.09995
0	-3.10606
0	-3.11217
0	-3.11828
0	-3.12438
0	-3.13047
0	-3.13657
0	-3.14266
0	-3.14874
0	-3.15483
0	-3.16091
0	-3.16698
0	-3.17306
0	-3.17913
0	-3.18519
0	-3.19125
0	-3.19731
0	-3.20336
0	-3.20941
0	-3.21545
0	-3.2215
0	-3.22753
0	-3.23357
0	-3.2396
0	-3.24563
0	-3.25165
0	-3.25767
0	-3.26368
0	-3.26969
0	-3.2757
0	-3.2817
0	-3.2877
0	-3.2937
0	-3.29969
0	-3.30568
0	-3.31166
0	-3.31764
0	-3.32362
0	-3.32959
0	-3.33556
0	-3.34152
0	-3.34748
0	-3.35344
0	-3.3594
0	-3.36535
0	-3.37129
0	-3.37723
0	-3.38317
0	-3.38911
0	-3.39504
0	-3.40096
0	-3.40688
0	-3.4128
0	-3.41871
0	-3.42462
0	-3.43053
0	-3.43644
0	-3.44233
0	-3.44823
0	-3.45412
0	-3.46001
0	-3.46589
0	-3.47177
0	-3.47764
0	-3.48352
0	-3.48938
0	-3.49525
0	-3.50111
0	-3.50696
0	-3.51281
0	-3.51866
0	-3.5245
0	-3.53034
0	-3.53618
0	-3.54201
0	-3.54784
0	-3.55366
0	-3.55948
0	-3.5653
0	-3.57111
0	-3.57692
0	-3.58272
0	-3.58852
0	-3.59432
0	-3.60011
0	-3.6059
0	-3.61168
0	-3.61746
0	-3.62323
0	-3.629
0	-3.63477
0	-3.64053
0	-3.64629
0	-3.65204
0	-3.65779
0	-3.66353
0	-3.66927
0	-3.67501
0	-3.68074
0	-3.68646
0	-3.69219
0	-3.6979
0	-3.70362
0	-3.70933
0	-3.71504
0	-3.72074
0	-3.72644
0	-3.73213
0	-3.73782
0	-3.74351
0	-3.74919
0	-3.75486
0	-3.76054
0	-3.7662
0	-3.77187
0	-3.77753
0	-3.78318
0	-3.78883
0	-3.79447
0	-3.80011
0	-3.80574
0	-3.81137
0	-3.817
0	-3.82262
0	-3.82823
0	-3.83384
0	-3.83945
0	-3.84505
0	-3.85065
0	-3.85624
0	-3.86183
0	-3.86741
0	-3.87299
0	-3.87856
0	-3.88413
0	-3.8897
0	-3.89526
0	-3.90082
0	-3.90637
0	-3.91192
0	-3.91746
0	-3.923
0	-3.92853
0	-3.93406
0	-3.93959
0	-3.94511
0	-3.95062
0	-3.95613
0	-3.96164
0	-3.96714
0	-3.97264
0	-3.97813
0	-3.98362
0	-3.98911
0	-3.99459
0	-4.00006
0	-4.00553
0	-4.011
0	-4.01646
0	-4.02192
0	-4.02738
0	-4.03282
0	-4.03827
0	-4.04371
0	-4.04914
0	-4.05457
0	-4.06
0	-4.06541
0	-4.07083
0	-4.07624
0	-4.08164
0	-4.08704
0	-4.09244
0	-4.09783
0	-4.10321
0	-4.10859
0	-4.11397
0	-4.11934
0	-4.1247
0	-4.13006
0	-4.13542
0	-4.14077
0	-4.14611
0	-4.15145
0	-4.15679
0	-4.16212
0	-4.16745
0	-4.17277
0	-4.17808
0	-4.18339
0	-4.18869
0	-4.19399
0	-4.19929
0	-4.20458
0	-4.20987
0	-4.21515
0	-4.22043
0	-4.2257
0	-4.23097
0	-4.23623
0	-4.24149
0	-4.24674
0	-4.25198
0	-4.25723
0	-4.26247
0	-4.2677
0	-4.27293
0	-4.27816
0	-4.28338
0	-4.28859
0	-4.2938
0	-4.299
0	-4.3042
0	-4.30939
0	-4.31458
0	-4.31977
0	-4.32494
0	-4.33012
0	-4.33528
0	-4.34045
0	-4.3456
0	-4.35076
0	-4.3559
0	-4.36105
0	-4.36618
0	-4.37131
0	-4.37644
0	-4.38156
0	-4.38667
0	-4.39178
0	-4.39688
0	-4.40198
0	-4.40708
0	-4.41217
0	-4.41725
0	-4.42233
0	-4.4274
0	-4.43247
0	-4.43754
0	-4.4426
0	-4.44765
0	-4.4527
0	-4.45774
0	-4.46277
0	-4.4678
0	-4.47283
0	-4.47785
0	-4.48287
0	-4.48788
0	-4.49288
0	-4.49788
0	-4.50287
0	-4.50786
0	-4.51285
0	-4.51783
0	-4.5228
0	-4.52777
0	-4.53274
0	-4.5377
0	-4.54265
0	-4.54761
0	-4.55255
0	-4.55749
0	-4.56243
0	-4.56736
0	-4.57228
0	-4.5772
0	-4.58211
0	-4.58702
0	-4.59192
0	-4.59682
0	-4.60171
0	-4.60659
0	-4.61147
0	-4.61635
0	-4.62122
0	-4.62608
0	-4.63094
0	-4.63579
0	-4.64064
0	-4.64549
0	-4.65033
0	-4.65516
0	-4.65998
0	-4.66481
0	-4.66962
0	-4.67444
0	-4.67924
0	-4.68404
0	-4.68884
0	-4.69363
0	-4.69841
0	-4.70319
0	-4.70796
0	-4.71273
0	-4.71749
0	-4.72225
0	-4.727
0	-4.73174
0	-4.73648
0	-4.74122
0	-4.74594
0	-4.75067
0	-4.75538
0	-4.7601
0	-4.7648
0	-4.7695
0	-4.7742
0	-4.77889
0	-4.78357
0	-4.78824
0	-4.79291
0	-4.79758
0	-4.80224
0	-4.80689
0	-4.81154
0	-4.81618
0	-4.82082
0	-4.82545
0	-4.83007
0	-4.83469
0	-4.83931
0	-4.84391
0	-4.84852
0	-4.85311
0	-4.8577
0	-4.86228
0	-4.86686
0	-4.87144
0	-4.87601
0	-4.88057
0	-4.88513
0	-4.88968
0	-4.89423
0	-4.89878
0	-4.90331
0	-4.90784
0	-4.91237
0	-4.91689
0	-4.92141
0	-4.92592
0	-4.93042
0	-4.93492
0	-4.93941
0	-4.9439
0	-4.94838
0	-4.95285
0	-4.95732
0	-4.96179
0	-4.96624
0	-4.97069
0	-4.97514
0	-4.97958
0	-4.98401
0	-4.98844
0	-4.99286
0	-4.99728
0	-5.00169
0	-5.00609
0	-5.01049
0	-5.01489
0	-5.01927
0	-5.02366
0	-5.02803
0	-5.0324
0	-5.03676
0	-5.04112
0	-5.04547
0	-5.04981
0	-5.05415
0	-5.05849
0	-5.06281
0	-5.06714
0	-5.07145
0	-5.07576
0	-5.08007
0	-5.08437
0	-5.08866
0	-5.09295
0	-5.09723
0	-5.10151
0	-5.10578
0	-5.11005
0	-5.11431
0	-5.11856
0	-5.12281
0	-5.12705
0	-5.13129
0	-5.13552
0	-5.13975
0	-5.14397
0	-5.14818
0	-5.15239
0	-5.15659
0	-5.16078
0	-5.16497
0	-5.16915
0	-5.17333
0	-5.1775
0	-5.18167
0	-5.18583
0	-5.18998
0	-5.19413
0	-5.19828
0	-5.20242
0	-5.20655
0	-5.21068
0	-5.2148
0	-5.21891
0	-5.22302
0	-5.22712
0	-5.23121
0	-5.2353
0	-5.23938
0	-5.24346
0	-5.24753
0	-5.2516
0	-5.25566
0	-5.25971
0	-5.26376
0	-5.2678
0	-5.27183
0	-5.27586
0	-5.27988
0	-5.2839
0	-5.28791
0	-5.29191
0	-5.29591
0	-5.2999
0	-5.30388
0	-5.30786
0	-5.31184
0	-5.3158
0	-5.31976
0	-5.32372
0	-5.32766
0	-5.33161
0	-5.33554
0	-5.33947
0	-5.34339
0	-5.34731
0	-5.35122
0	-5.35512
0	-5.35902
0	-5.36291
0	-5.3668
0	-5.37068
0	-5.37455
0	-5.37842
0	-5.38228
0	-5.38613
0	-5.38998
0	-5.39382
0	-5.39765
0	-5.40147
0	-5.40529
0	-5.4091
0	-5.41291
0	-5.41671
0	-5.4205
0	-5.42429
0	-5.42807
0	-5.43184
0	-5.43561
0	-5.43937
0	-5.44313
0	-5.44688
0	-5.45062
0	-5.45436
0	-5.45809
0	-5.46182
0	-5.46554
0	-5.46925
0	-5.47296
0	-5.47666
0	-5.48036
0	-5.48405
0	-5.48773
0	-5.49141
0	-5.49508
0	-5.49874
0	-5.5024
0	-5.50606
0	-5.5097
0	-5.51334
0	-5.51698
0	-5.52061
0	-5.52423
0	-5.52784
0	-5.53145
0	-5.53505
0	-5.53865
0	-5.54224
0	-5.54583
0	-5.54941
0	-5.55298
0	-5.55655
0	-5.56011
0	-5.56366
0	-5.56721
0	-5.57075
0	-5.57428
0	-5.57781
0	-5.58133
0	-5.58485
0	-5.58836
0	-5.59186
0	-5.59536
0	-5.59885
0	-5.60234
0	-5.60581
0	-5.60929
0	-5.61276
0	-5.61622
0	-5.61967
0	-5.62312
0	-5.62657
0	-5.63
0	-5.63343
0	-5.63686
0	-5.64028
0	-5.64369
0	-5.64709
0	-5.65049
0	-5.65388
0	-5.65727
0	-5.66065
0	-5.66402
0	-5.66739
0	-5.67075
0	-5.67411
0	-5.67746
0	-5.6808
0	-5.68413
0	-5.68746
0	-5.69078
0	-5.6941
0	-5.6974
0	-5.7007
0	-5.704
0	-5.70729
0	-5.71057
0	-5.71384
0	-5.71711
0	-5.72037
0	-5.72363
0	-5.72688
0	-5.73012
0	-5.73335
0	-5.73658
0	-5.7398
0	-5.74302
0	-5.74623
0	-5.74944
0	-5.75263
0	-5.75583
0	-5.75901
0	-5.76219
0	-5.76536
0	-5.76853
0	-5.77169
0	-5.77485
0	-5.77799
0	-5.78113
0	-5.78427
0	-5.7874
0	-5.79052
0	-5.79363
0	-5.79674
0	-5.79984
0	-5.80294
0	-5.80603
0	-5.80911
0	-5.81219
0	-5.81525
0	-5.81832
0	-5.82137
0	-5.82442
0	-5.82746
0	-5.8305
0	-5.83352
0	-5.83655
0	-5.83956
0	-5.84257
0	-5.84557
0	-5.84856
0	-5.85155
0	-5.85453
0	-5.85751
0	-5.86048
0	-5.86344
0	-5.86639
0	-5.86934
0	-5.87228
0	-5.87522
0	-5.87815
0	-5.88107
0	-5.88398
0	-5.88689
0	-5.8898
0	-5.89269
0	-5.89558
0	-5.89847
0	-5.90134
0	-5.90422
0	-5.90708
0	-5.90994
0	-5.91279
0	-5.91564
0	-5.91848
0	-5.92131
0	-5.92414
0	-5.92696
0	-5.92978
0	-5.93258
0	-5.93539
0	-5.93818
0	-5.94097
0	-5.94375
0	-5.94653
0	-5.9493
0	-5.95206
0	-5.95482
0	-5.95757
0	-5.96031
0	-5.96304
0	-5.96577
0	-5.96849
0	-5.97121
0	-5.97392
0	-5.97662
0	-5.97932
0	-5.98201
0	-5.98469
0	-5.98737
0	-5.99004
0	-5.99271
0	-5.99537
0	-5.99802
0	-6.00066
0	-6.0033
0	-6.00594
0	-6.00856
0	-6.01118
0	-6.0138
0	-6.0164
0	-6.019
0	-6.02159
0	-6.02418
0	-6.02676
0	-6.02933
0	-6.0319
0	-6.03446
0	-6.03701
0	-6.03956
0	-6.0421
0	-6.04464
0	-6.04717
0	-6.04969
0	-6.05221
0	-6.05471
0	-6.05722
0	-6.05971
0	-6.0622
0	-6.06468
0	-6.06716
0	-6.06963
0	-6.07209
0	-6.07455
0	-6.07699
0	-6.07944
0	-6.08187
0	-6.0843
0	-6.08672
0	-6.08914
0	-6.09154
0	-6.09395
0	-6.09634
0	-6.09873
0	-6.10112
0	-6.10349
0	-6.10586
0	-6.10823
0	-6.11059
0	-6.11294
0	-6.11529
0	-6.11763
0	-6.11996
0	-6.12229
0	-6.12461
0	-6.12692
0	-6.12923
0	-6.13153
0	-6.13383
0	-6.13611
0	-6.1384
0	-6.14067
0	-6.14294
0	-6.1452
0	-6.14746
0	-6.1497
0	-6.15195
0	-6.15418
0	-6.15641
0	-6.15863
0	-6.16085
0	-6.16306
0	-6.16526
0	-6.16746
0	-6.16965
0	-6.17184
0	-6.17402
0	-6.17619
0	-6.17836
0	-6.18052
0	-6.18267
